Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,R2,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2,CM_TN,CM_FP,CM_FN,CM_TP
pred_TemporalFusionTransformer,0.40361627492790636,0.5411567512476605,4.430542115254164,4.473887016512565,4.504822109553234,0.5094468494468495,-1.5365934717953222,0.7903485413798148,-1.6290025772720704,0.8238979602334109,1.1258042784203148,1.243930676830448,112.2162658071469,-54.90000963211069,167.11627543925758,1.1258042784203148,1.243930676830448,1258.0427842031481,2439.30676830448,-1181.263984101332,150,105,149,119
pred_PatchTST,0.27392199096824377,0.37158120222544155,3.1400604781317702,3.154999145074698,3.084225308940827,0.4842328042328042,-5.246343356227873,0.6388663458634984,-2.5346916562872535,0.9222949577503471,0.9934465338200527,1.243930676830448,-159.83783807962408,-54.90000963211069,-104.93782844751343,0.9934465338200524,1.243930676830448,-65.53466179947536,2439.30676830448,-2504.841430103955,107,148,119,149
pred_DeepAR,0.9270398825751265,1.0438601156034681,7.4803789222049035,7.869224054771388,7.694578094865413,0.48281385281385275,-4.89803219690919,0.5727025607755587,-2.952486767255798,0.6418177590918451,0.9626879647008713,1.243930676830448,-44.46396517467173,-54.90000963211069,10.436044457438948,0.9626879647008713,1.243930676830448,-373.120352991288,2439.30676830448,-2812.427121295768,183,72,196,72
pred_Chronos2,0.2525183461130952,0.35641694145017844,2.440818459960121,2.442606547783112,2.4352953045966417,0.5203222703222703,-3.603643502652644,0.7018389181695204,-1.9041805212454062,0.9455222218510733,1.1349551761660086,1.243930676830448,-81.93966727591435,-54.90000963211069,-27.03965764380366,1.1349551761660086,1.243930676830448,1349.5517616600855,2439.30676830448,-1089.7550066443944,112,143,106,162
pred_KNeighborsRegressor,2.0447047452404687,2.3394052974390958,18.087249924901858,18.18920938225732,18.47455851262738,0.4630735930735931,-6.824754851704834,0.5488984656367011,-3.1667248699107127,-1.3344838187965178,0.9550747971799549,1.243930676830448,-163.46259345929656,-54.90000963211069,-108.5625838271859,0.9550747971799549,1.243930676830448,-449.25202820045126,2439.30676830448,-2888.5587965049313,111,144,135,133
pred_HistGradientBoostingRegressor,1.0147787091839562,1.1673816573325864,8.790073130145315,8.741159908636842,8.698985595571838,0.49332371332371333,-4.293115934628247,0.7160872451369431,-1.7851852041098073,0.6108617034608425,1.0907902906055449,1.243930676830448,-25.251280157723322,-54.90000963211069,29.64872947438737,1.0907902906055447,1.243930676830448,907.9029060554478,2439.30676830448,-1531.4038622490323,131,124,139,129
pred_RandomForestRegressor,0.849510009464247,1.049914701887813,7.950699824660271,8.00455113257269,8.11203264103781,0.5096777296777297,-4.4299667870521535,0.7101429433816058,-1.709868996310043,0.5461465231913175,1.125127154993049,1.243930676830448,-32.89767136378688,-54.90000963211069,22.002338268323797,1.1251271549930486,1.243930676830448,1251.271549930486,2439.30676830448,-1188.035218373994,128,127,127,141
pred_LinearRegression,2.188209144662758,2.5491633843484305,22.056320103794018,24.94126720841809,23.166066857534325,0.45475228475228474,-7.479081591367719,0.5279411759547157,-3.387224503286801,-2.015901408402017,0.9324538014046901,1.243930676830448,-179.83979158378867,-54.90000963211069,-124.93978195167801,0.9324538014046897,1.243930676830448,-675.4619859531025,2439.30676830448,-3114.768754257582,130,125,158,110
pred_Ridge,2.0204286418111206,2.3662430067924727,17.00495464738357,18.080204477236276,17.67546277634525,0.4689033189033188,-6.747574050754308,0.5730771504471688,-3.024647432200916,-0.7376163336524915,0.9678939446442044,1.243930676830448,-164.7935936056812,-54.90000963211069,-109.89358397357053,0.9678939446442042,1.243930676830448,-321.060553557958,2439.30676830448,-2760.367321862438,110,145,131,137
pred_Lasso,0.27041592875976317,0.36834011086475654,2.6058735883782638,2.603318605483868,2.5936565696598874,0.5021019721019722,-5.686788779437538,0.6014172904281515,-2.604108883498558,0.9410163289888087,1.0800148646438164,1.243930676830448,-95.98659550264122,-54.90000963211069,-41.08658587053054,1.0800148646438161,1.243930676830448,800.1486464381608,2439.30676830448,-1639.158121866319,117,138,120,148
