Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,ES_RENTABLE,R2,CM_TN,CM_FP,CM_FN,CM_TP,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2
pred_TemporalFusionTransformer,0.12648422515623534,0.17295973746612503,2.8042396022610756,2.817468003818459,2.7375429833015743,0.6095238095238096,0.8543962099552159,1.175154315322203,0.8277754517526064,True,0.9088820985413422,36,21,19,28,1.3978117774892749,1.2830188747146627,158.13017775815803,112.50000000000006,45.63017775815797,1.3978117774892749,1.2830188747146625,3978.1177748927494,2830.1887471466252,1147.9290277461241
pred_PatchTST,0.14021963569671198,0.18669031450766418,3.1045778998994464,3.131381134360904,3.0348233493029677,0.49523809523809526,-2.987251995563505,0.5958695353632943,-2.5920706583463042,False,0.8938408949121417,35,22,30,17,0.9173415792385934,1.2830188747146627,-32.85672146436701,112.50000000000006,-145.35672146436707,0.9173415792385929,1.2830188747146625,-826.5842076140707,2830.1887471466252,-3656.772954760696
pred_DeepAR,0.2919058860970323,0.33784711565821374,6.2321115071091535,6.491047702162109,6.317822710953022,0.5428571428571428,-2.978705651640891,0.6461475001121294,-2.2394019821971693,False,0.6523404968449686,55,2,45,2,0.9694801880342114,1.2830188747146627,-12.13162496534136,112.50000000000006,-124.63162496534142,0.9694801880342117,1.2830188747146625,-305.1981196578836,2830.1887471466252,-3135.386866804509
pred_Chronos2,0.13402320838030757,0.1767361944825983,2.978960364753689,2.9950781357045453,2.9007118733413755,0.47619047619047616,-0.46676937103271526,0.9009570796786688,-0.5552863976219357,False,0.9048596657151118,25,32,22,25,1.1808639649684471,1.2830188747146627,71.89342435010457,112.50000000000006,-40.60657564989549,1.1808639649684476,1.2830188747146625,1808.6396496844754,2830.1887471466252,-1021.5490974621498
pred_KNeighborsRegressor,0.6814263126788995,0.7593044675860035,14.549966215553262,15.460314439549173,14.748351571960631,0.5047619047619047,-3.6055560325384146,0.6017708342195508,-2.5863785864022826,False,-0.7560852070477295,42,15,36,11,0.9738214026351045,1.2830188747146627,-10.405992202887376,112.50000000000006,-122.90599220288743,0.9738214026351052,1.2830188747146625,-261.78597364894813,2830.1887471466252,-3091.9747207955734
pred_HistGradientBoostingRegressor,0.2895142356787367,0.34562430823710355,6.270386252787154,6.398462396705164,6.26605937198306,0.49523809523809526,-3.2310035419464107,0.6363083155821547,-2.307949837205787,False,0.6361501225686539,36,21,31,16,1.005031441863233,1.2830188747146627,1.9999980926514809,112.50000000000006,-110.50000190734858,1.0050314418632325,1.2830188747146625,50.314418632324305,2830.1887471466252,-2779.874328514301
pred_RandomForestRegressor,0.5085943707992708,0.5870189172623508,10.677287307658354,11.217549704124059,11.007688503514434,0.5904761904761905,-1.5016227591037756,0.8029485408974583,-1.110610204765887,False,-0.04958561094245395,46,11,31,16,1.2187902145197027,1.2830188747146627,86.96910818503574,112.50000000000006,-25.53089181496432,1.2187902145197025,1.2830188747146625,2187.902145197024,2830.1887471466252,-642.2866019496014
pred_LinearRegression,0.708744859466086,0.781214517202618,15.14374287524313,15.881892641008037,15.33961657737045,0.5523809523809524,-1.7910030078887935,0.7785775131090359,-1.2771725729585859,False,-0.8588925393381575,42,15,31,16,1.1951988225142038,1.2830188747146627,77.59153008783494,112.50000000000006,-34.90846991216512,1.1951988225142034,1.2830188747146625,1951.9882251420331,2830.1887471466252,-878.2005220045921
pred_Ridge,0.4099926594301887,0.47687934330441983,8.883113640654468,8.978663652085439,8.873616663594946,0.5238095238095238,-1.6141619079112997,0.7893418822995182,-1.2197345112299678,False,0.3073231143169566,35,22,27,20,1.1343684955790012,1.2830188747146627,53.41147571121513,112.50000000000006,-59.088524288784924,1.1343684955790012,1.2830188747146625,1343.6849557900114,2830.1887471466252,-1486.5037913566139
pred_Lasso,0.13119388861468487,0.1745107988306645,2.8842696164895614,2.912196154443528,2.8394759013272393,0.5904761904761905,-1.0600182886123657,0.7779936536727239,-1.2626574018047252,False,0.9072405238841044,45,12,30,17,1.4437660947512794,1.2830188747146627,176.3970184315503,112.50000000000006,63.89701843155024,1.4437660947512798,1.2830188747146625,4437.660947512797,2830.1887471466252,1607.4722003661718
