accion,modelo,training_time,train_emissions,inference_time,inference_emissions,num_particiones
Endesa,Chronos2,0.0,0.0,37.8597993850708,0.0014211921315412,5
Endesa,DeepAR,1937.628242969513,0.0068770737958698,107.55849814414978,0.00162087598241,5
Endesa,HistGradientBoostingRegressor,405.6589570045471,0.0014386810957504,1.7004952430725098,0.0008882492119298,5
Endesa,KNeighborsRegressor,66.38567304611206,0.0005031733945207459,1.905616283416748,0.0008985102914678,5
Endesa,Lasso,87.17441916465759,0.0005979251064681,0.2277002334594724,0.0008831271887365,5
Endesa,LinearRegression,59.67579984664917,0.0004311227971196234,0.2191553115844726,0.00087490508119,5
Endesa,PatchTST,1326.0454092025757,0.0044091081763555,166.83318281173706,0.0018163807295193,5
Endesa,RandomForestRegressor,1028.6551358699799,0.0027735870917761,3.4113528728485107,0.0008901284571329,5
Endesa,Ridge,66.56040000915527,0.000496157244506009,0.2224206924438474,0.0008853978068329999,5
Endesa,TemporalFusionTransformer,3500.6181235313416,0.011789225346737198,224.93768310546875,0.002009814573563,5
