Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,ES_RENTABLE,R2,CM_TN,CM_FP,CM_FN,CM_TP,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2
pred_TemporalFusionTransformer,0.425894097757655,0.5551518531944675,2.1396928842679532,2.109504119860099,2.11226291933818,0.6,-2.3681837215423585,0.6682450749248958,-2.1405725479415585,False,0.4856665698050324,11,13,4,16,0.9766855986652379,0.9063097070306632,-47.67998028066904,-191.60480499267646,143.92482471200742,0.976685598665238,0.906309707030663,-233.14401334762078,-936.9029296933695,703.7589163457487
pred_PatchTST,0.3036139797940154,0.39109616462098246,1.515893545272598,1.5145591321705036,1.5058028619981345,0.5333333333333333,-0.8570373849868741,0.8474496137715921,-0.8417454299437807,False,0.744736758882494,16,8,12,8,0.9802595857429042,0.9063097070306632,-40.370865586292894,-191.60480499267646,151.23393940638357,0.9802595857429034,0.906309707030663,-197.40414257096563,-936.9029296933695,739.4987871224039
pred_DeepAR,0.4508204284263527,0.5707821682200597,2.2213845925924955,2.2259035470287567,2.2358874641812787,0.6,-0.4150059576034477,0.9271850645166948,-0.4012324775708433,False,0.4562967123578362,14,10,7,13,1.0638262486554864,0.9063097070306632,130.53023466423565,-191.60480499267646,322.1350396569121,1.0638262486554866,0.906309707030663,638.262486554866,-936.9029296933695,1575.1654162482355
pred_Chronos2,0.3024497653249091,0.4126728012365744,1.512535368571451,1.5062358870873578,1.5000288278751035,0.5333333333333333,-4.8981230049133435,0.19678895616693068,-7.211121476480472,False,0.7157942519167622,11,13,7,13,0.8929857474464017,0.9063097070306632,-218.8534622117145,-191.60480499267646,-27.248657219038023,0.8929857474464021,0.906309707030663,-1070.142525535979,-936.9029296933695,-133.23959584260956
pred_KNeighborsRegressor,0.6560417608781296,0.7879520800500314,3.2753959883140347,3.250623385380803,3.253702486923679,0.6444444444444445,-1.9217595319747998,0.6888028552900896,-1.8797924097516632,False,-0.03614557818949171,14,10,5,15,0.9642541343236173,0.9063097070306632,-73.1034070355538,-191.60480499267646,118.50139795712266,0.9642541343236175,0.906309707030663,-357.4586567638253,-936.9029296933695,579.4442729295442
pred_HistGradientBoostingRegressor,0.40323514681893785,0.5144506999357902,1.9803095492360119,1.990395272483789,1.999883663295543,0.6222222222222222,-1.2027166633606066,0.7789879513672415,-1.2481474966716462,False,0.5583190276732288,18,6,10,10,1.028924465292665,0.9063097070306632,59.15304943845513,-191.60480499267646,250.7578544311316,1.0289244652926657,0.906309707030663,289.2446529266563,-936.9029296933695,1226.1475826200258
pred_RandomForestRegressor,0.35686052575746285,0.4683061587757422,1.7568012619946787,1.758667111267358,1.7698842503376013,0.6222222222222222,0.3356015243530237,1.0850256052217004,0.4468294271237733,True,0.6340001529312954,14,10,6,14,0.9822418222218785,0.9063097070306632,-36.31701943034636,-191.60480499267646,155.2877855623301,0.9822418222218788,0.906309707030663,-177.5817777812117,-936.9029296933695,759.3211519121578
pred_LinearRegression,0.5951545323368512,0.7772146136358482,3.007186239517001,2.946283498265607,2.9517263952470243,0.6222222222222222,-2.281105848312396,0.6610187726914497,-2.1239164992875996,False,-0.008098761152801615,13,11,5,15,0.9937088287581659,0.9063097070306632,-12.865992844762104,-191.60480499267646,178.73881214791436,0.993708828758166,0.906309707030663,-62.91171241833945,-936.9029296933695,873.9912172750301
pred_Ridge,0.6347189990746825,0.7408785352498979,3.2042852599403133,3.1446950743684394,3.147950189973721,0.5333333333333333,-4.046547443389914,0.5114438882804014,-3.4144699167859573,False,0.08395841300361151,7,17,3,17,0.9259378661134812,0.9063097070306632,-151.46351100975085,-191.60480499267646,40.14129398292562,0.925937866113481,0.906309707030663,-740.6213388651904,-936.9029296933695,196.2815908281791
pred_Lasso,0.29004513244709335,0.36896915282338955,1.4421135023752536,1.4472374146952267,1.4385068528259843,0.6888888888888889,0.4316932201385639,1.0982068785403334,0.47186241892656205,True,0.7728036848059301,23,1,12,8,1.0699646266646223,0.9063097070306632,143.0837520472669,-191.60480499267646,334.68855703994336,1.0699646266646223,0.906309707030663,699.646266646223,-936.9029296933695,1636.5491963395925
