Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,R2,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2,CM_TN,CM_FP,CM_FN,CM_TP
pred_TemporalFusionTransformer,0.5986505261721983,0.6989718510675929,3.0445262230292585,3.0070050041738243,3.0237106789032318,0.5900366300366301,-0.10523795700072902,1.322310144478195,0.5370168546988721,-1.7877867481741583,1.0215908930394086,0.973037228898854,31.58310274187111,-67.77235031127938,99.35545305315048,1.0215908930394084,0.9730372288988542,215.90893039408473,-269.62771101145773,485.53664140554247,17,18,6,24
pred_PatchTST,0.46373484469704956,0.5943403924584206,2.351472573952872,2.334317439218019,2.345289490485494,0.5327472527472528,-0.26094964971541723,1.2457349385612804,0.4133314301824128,-2.0371539530037177,1.0006878957699576,0.973037228898854,-15.053407139551563,-67.77235031127938,52.71894317172782,1.0006878957699576,0.9730372288988542,6.878957699576858,-269.62771101145773,276.5066687110346,19,16,12,18
pred_DeepAR,0.7670480581415422,0.8993909204688386,3.937481145517715,3.956120688964851,3.9285664858953906,0.5030769230769231,-1.22242530965805,0.6005905066420907,-2.980794939524718,-5.3762724428073305,0.986779994084469,0.973037228898854,-34.698066371284725,-67.77235031127938,33.074283939994665,0.9867799940844693,0.9730372288988542,-132.20005915530783,-269.62771101145773,137.4276518561499,19,16,14,16
pred_Chronos2,0.3362795976657952,0.40984384760269343,1.7004395117250346,1.7005143076465115,1.7069856062693565,0.5328937728937728,-0.3484178886413595,0.8095342605049812,-4.383159197873585,-0.20044921045376568,1.006837247721347,0.973037228898854,5.879873444599161,-67.77235031127938,73.65222375587855,1.0068372477213472,0.9730372288988542,68.37247721347121,-269.62771101145773,338.00018822492893,17,18,10,20
pred_KNeighborsRegressor,0.4986001020298774,0.6347353695202547,2.406688516963967,2.404663860382726,2.3988656475239387,0.5887912087912088,-0.13875308837890427,1.2311742801376533,0.7837778150692051,-0.3915136758935845,1.0199352595793894,0.973037228898854,24.426815465002168,-67.77235031127938,92.19916577628155,1.0199352595793894,0.9730372288988542,199.3525957938942,-269.62771101145773,468.9803068053519,23,12,12,18
pred_HistGradientBoostingRegressor,0.7473684684198052,0.940696675250597,3.9083617246447586,3.946505955164401,3.8900836435531128,0.5304029304029304,-0.2979545874595622,1.040093013974738,-0.5545044387230285,-10.808543126925823,1.000665697727361,0.973037228898854,-13.442133929425381,-67.77235031127938,54.33021638185401,1.0006656977273607,0.9730372288988542,6.656977273608573,-269.62771101145773,276.2846882850663,19,16,12,18
pred_RandomForestRegressor,0.5884239250334536,0.7383946912774834,2.947532461565051,2.939890265815189,2.9329076510652654,0.5172161172161172,-0.301342375469205,1.0777664870572545,-0.46236699935496695,-2.4658109524731726,0.9938444530769084,0.973037228898854,-26.428214399691615,-67.77235031127938,41.34413591158777,0.9938444530769086,0.9730372288988542,-61.555469230914966,-269.62771101145773,208.07224178054275,19,16,13,17
pred_LinearRegression,0.5983028600994349,0.751498722975348,3.0178874184903774,3.000322649259787,3.0000058835158,0.5162637362637362,-0.1587758347511277,1.3884764796726017,0.2939151834423562,-2.634178024861407,1.009626481638663,0.973037228898854,8.62873667999238,-67.77235031127938,76.40108699127177,1.009626481638663,0.9730372288988542,96.26481638663135,-269.62771101145773,365.8925273980891,22,13,16,14
pred_Ridge,0.5514078977883914,0.7130266501223884,2.7460940154852658,2.7374141482223506,2.7330008275375586,0.5876923076923077,0.015395709705353477,1.1967897623637138,0.435034086844958,-2.2391296045142313,1.0309279862651262,0.973037228898854,47.441672152706,-67.77235031127938,115.21402246398539,1.0309279862651262,0.9730372288988542,309.2798626512631,-269.62771101145773,578.9075736627208,26,9,15,15
pred_Lasso,0.5638581935480586,0.7022762692864669,2.827226690578676,2.808901349685901,2.80458594422006,0.5427838827838828,0.41652166643143057,1.5830585357032267,0.35079437673039743,-2.260100454464343,1.0258575928898794,0.973037228898854,44.424428407501914,-67.77235031127938,112.1967787187813,1.0258575928898794,0.9730372288988542,258.57592889879413,-269.62771101145773,528.2036399102519,22,13,14,16
