Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,ES_RENTABLE,R2,CM_TN,CM_FP,CM_FN,CM_TP,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2
pred_TemporalFusionTransformer,0.4839893777232104,0.5304720113360805,2.6941768078798054,2.65879752759274,2.6905514919834292,0.5,-0.14117423915862692,0.9141519332148601,-0.4939417780487261,False,-0.9354099481010967,1,5,1,6,0.9849461995153936,0.9589112979371237,-28.25051727287928,-77.10857391357467,48.858056640695395,0.9849461995153937,0.9589112979371239,-150.5380048460629,-410.8870206287611,260.3490157826982
pred_PatchTST,0.26514924340061113,0.32945200134423724,1.4688572251983576,1.462998838983387,1.473994523982669,0.35714285714285715,0.5255385236740148,1.575637266324009,2.468893412184796,True,0.25349568928570154,3,3,5,2,0.9778078487282879,0.9589112979371237,-41.64660966942847,-77.10857391357467,35.4619642441462,0.9778078487282879,0.9589112979371239,-221.921512717121,-410.8870206287611,188.9655079116401
pred_DeepAR,0.5512455214350955,0.6075763027723615,3.063696074928518,3.026557297182499,3.0644359740361566,0.5714285714285714,-0.45499945926665897,0.7813395753269633,-1.3269093556988198,False,-1.5389238380779267,2,4,1,6,0.9946236053997792,0.9589112979371237,-10.089540423673498,-77.10857391357467,67.01903348990118,0.9946236053997795,0.9589112979371239,-53.76394600220556,-410.8870206287611,357.12307462655554
pred_Chronos2,0.2638824061876288,0.3279903947013044,1.4661897390037533,1.4559986318737868,1.4669520331546184,0.5,-0.18139036083221444,0.8581811846619178,-0.77383934027003,False,0.2601046966311562,2,4,2,5,1.0005462609071898,0.9589112979371237,1.0251333681380856,-77.10857391357467,78.13370728171276,1.0005462609071898,0.9589112979371239,5.462609071897532,-410.8870206287611,416.3496297006586
pred_KNeighborsRegressor,0.3210206084198998,0.4097260072847769,1.7807309604571067,1.7748318210008804,1.7845897383217895,0.7142857142857143,0.6792568626403843,1.6381884954347838,2.6216245452514864,True,-0.1546093839198477,4,2,1,6,1.046325747183788,0.9589112979371237,86.93660596424866,-77.10857391357467,164.04517987782333,1.046325747183788,0.9589112979371239,463.25747183787826,-410.8870206287611,874.1444924666393
pred_HistGradientBoostingRegressor,0.285157068414137,0.3848243668915431,1.5755444843907296,1.576621557069891,1.5852202779335578,0.7142857142857143,1.3622155065536532,2.2798549597365847,4.416926561885611,True,-0.018528408592197287,4,2,1,6,1.046325747183788,0.9589112979371237,86.93660596424866,-77.10857391357467,164.04517987782333,1.046325747183788,0.9589112979371239,463.25747183787826,-410.8870206287611,874.1444924666393
pred_RandomForestRegressor,0.34009471324993723,0.4148156358232546,1.8909216095575765,1.8800349341917049,1.890624836550856,0.6428571428571429,-0.1059451608657802,0.9388235086476893,-0.3296329963514816,False,-0.18347273161232747,3,3,1,6,1.0109290661166057,0.9589112979371237,20.50988861047631,-77.10857391357467,97.61846252405098,1.010929066116606,0.9589112979371239,109.29066116605827,-410.8870206287611,520.1776817948194
pred_LinearRegression,0.5459566243594177,0.5928529157466046,3.0502213846358748,3.0035238355281235,3.0350343991816575,0.5,-0.8086180810928308,0.6502380772535677,-2.346399906462798,False,-1.4173633862624966,1,5,1,6,0.9849461995153936,0.9589112979371237,-28.25051727287928,-77.10857391357467,48.858056640695395,0.9849461995153937,0.9589112979371239,-150.5380048460629,-410.8870206287611,260.3490157826982
pred_Ridge,0.31468796819177425,0.4077554824365509,1.7428543543574544,1.739900963632857,1.7493858776624307,0.7142857142857143,0.6792568626403843,1.6381884954347838,2.6216245452514864,True,-0.14353019767632702,4,2,1,6,1.046325747183788,0.9589112979371237,86.93660596424866,-77.10857391357467,164.04517987782333,1.046325747183788,0.9589112979371239,463.25747183787826,-410.8870206287611,874.1444924666393
pred_Lasso,0.36693245703149774,0.4472737924683182,2.0278805182960893,2.03651014471763,2.039818878603246,0.6428571428571429,0.772852408409122,1.5469170126855927,2.379878671092086,True,-0.37592551251106743,4,2,2,5,1.0293583619984747,0.9589112979371237,55.094985056396126,-77.10857391357467,132.2035589699708,1.0293583619984752,0.9589112979371239,293.58361998475084,-410.8870206287611,704.4706406135119
