Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,ES_RENTABLE,R2,CM_TN,CM_FP,CM_FN,CM_TP,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2
pred_TemporalFusionTransformer,0.03123925365734496,0.04130702095436769,2.171269150518714,2.199247893723714,2.1911059931380685,0.48598130841121495,-0.7184111037850383,0.42827749376537694,-4.7213088154997225,False,0.9203365300982902,32,13,41,20,1.070210757672154,1.3964326799958264,8.110046208298101,45.79194784164429,-37.681901633346186,1.0702107576721545,1.3964326799958264,702.1075767215443,3964.326799958264,-3262.2192232367197
pred_PatchTST,0.02432990310731939,0.030599653543690736,1.716293713431168,1.7350148360399937,1.706487520337476,0.42990654205607476,-0.9530231930017472,0.3998543708150997,-5.12309589712491,False,0.9562835902635518,45,0,60,1,1.0175719476904512,1.3964326799958264,2.02973607555694,45.79194784164429,-43.76221176608735,1.0175719476904523,1.3964326799958264,175.71947690452362,3964.326799958264,-3788.6073230537404
pred_DeepAR,0.04368475685772049,0.052878734599941586,3.064871755434753,3.111004851195164,3.064027508775823,0.45794392523364486,-0.9549861221909522,0.3932590119602406,-5.176949837296091,False,0.8694509917928746,31,14,43,18,1.079707557763431,1.3964326799958264,9.207021801851212,45.79194784164429,-36.584926039793075,1.0797075577634319,1.3964326799958264,797.0755776343194,3964.326799958264,-3167.2512223239446
pred_Chronos2,0.019290197038592638,0.024970710663326418,1.37985293447466,1.3820566757263717,1.3530049982527923,0.5327102803738317,-0.24447580522298812,0.5803465849231247,-3.2644819437564774,False,0.9708879174467236,16,29,20,41,1.3496670518123133,1.3964326799958264,40.39004907138218,45.79194784164429,-5.4018987702621075,1.3496670518123142,1.3964326799958264,3496.670518123141,3964.326799958264,-467.6562818351231
pred_KNeighborsRegressor,0.2370104396118308,0.2734743042475096,15.815487575631423,17.568453112764264,16.62379646985163,0.42990654205607476,-0.9299643893837928,0.43112589650482375,-4.690026880754516,False,-2.4917610914161017,41,4,56,5,1.0817027760350868,1.3964326799958264,9.437489509582377,45.79194784164429,-36.35445833206191,1.0817027760350881,1.3964326799958264,817.0277603508803,3964.326799958264,-3147.2990396073837
pred_HistGradientBoostingRegressor,0.05548369643253552,0.06831080728299613,3.7539488423792755,3.8535366050314783,3.891599367521964,0.3925233644859813,-0.9543137587308888,0.3756235931908102,-5.490871332357095,False,0.7821335762088546,40,5,59,2,0.9795900276975297,1.3964326799958264,-2.3575563627447735,45.79194784164429,-48.14950420438906,0.9795900276975296,1.3964326799958264,-204.09972302470487,3964.326799958264,-4168.426522982969
pred_RandomForestRegressor,0.16159773660886964,0.17687082172426125,11.009040606000159,11.765500606972637,11.334386315531924,0.4485981308411215,-0.9384711887836452,0.4174158616139935,-4.845130273060086,False,-0.46057497780510515,45,0,58,3,1.078118564447007,1.3964326799958264,9.023477147895903,45.79194784164429,-36.768470693748384,1.0781185644470073,1.3964326799958264,781.1856444700716,3964.326799958264,-3183.1411554881925
pred_LinearRegression,0.5496257987502818,0.6161071331247775,37.00428052336043,47.846996811695384,38.55048506710687,0.4205607476635514,-1.1187141795754432,0.35540209571813686,-5.6929527865132945,False,-16.72245748002531,45,0,61,0,0.9999999999999999,1.3964326799958264,-1.4210854715202004e-14,45.79194784164429,-45.7919478416443,1.0,1.3964326799958264,0.0,3964.326799958264,-3964.326799958264
pred_Ridge,0.2269147928279106,0.24287596150777002,15.469272163952969,16.917420876923934,15.915692735508681,0.4205607476635514,-1.0900670907497405,0.36136693369968786,-5.585769993377484,False,-1.7541052617690474,45,0,61,0,0.9999999999999999,1.3964326799958264,-1.4210854715202004e-14,45.79194784164429,-45.7919478416443,1.0,1.3964326799958264,0.0,3964.326799958264,-3964.326799958264
pred_Lasso,0.026202019457725805,0.03278891903070001,1.8279396214298766,1.8468658935999354,1.8377968467452408,0.4672897196261682,-0.7491875455975532,0.4663778902563746,-4.227330248875078,False,0.9498043979328217,39,6,50,11,1.156981507697459,1.3964326799958264,18.13293750823067,45.79194784164429,-27.65901033341362,1.156981507697459,1.3964326799958264,1569.8150769745898,3964.326799958264,-2394.511722983674
