accion,modelo,training_time,train_emissions,inference_time,inference_emissions,num_particiones
Amadeus,Chronos2,0.0,0.0,38.73544216156006,0.0014177883267033,5
Amadeus,DeepAR,1876.4882979393005,0.0064652188776736,112.36131262779236,0.0016262828227695,5
Amadeus,HistGradientBoostingRegressor,621.0685362815857,0.0019672028022935002,1.7222523689270017,0.0008836000674586,5
Amadeus,KNeighborsRegressor,67.96783208847046,0.0005019988672834884,1.824075698852539,0.0008895508262783,5
Amadeus,Lasso,88.64171361923218,0.0006889532987957,0.2306473255157469,0.0008738025482043,5
Amadeus,LinearRegression,56.352760791778564,0.00040823676259195044,0.2223067283630369,0.0008813777066858,5
Amadeus,PatchTST,1342.5325410366058,0.0044484414137308005,146.10563254356384,0.0017412281414283,5
Amadeus,RandomForestRegressor,1268.562884569168,0.0033531101970046,3.442279577255249,0.0008907718152814,5
Amadeus,Ridge,60.73189735412598,0.00045668166593297143,0.2258927822113034,0.0008792551630677,5
Amadeus,TemporalFusionTransformer,3393.7205970287323,0.0114133947678847,162.5128881931305,0.0017947029348684,5
