Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,ES_RENTABLE,R2,CM_TN,CM_FP,CM_FN,CM_TP,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2
pred_TemporalFusionTransformer,0.8933953051200005,1.1572736050583081,1.4984414561017514,1.496871811368817,1.4796262658847206,0.44954128440366975,-30.34149379348755,0.32620924842578336,-6.207192911041589,False,0.9126827293821855,24,23,36,25,0.9725627943431231,1.1099590633541483,-156.64419887958502,627.777099609375,-784.42129848896,0.9725627943431236,1.1099590633541483,-274.3720565687636,1099.5906335414838,-1373.9626901102474
pred_PatchTST,0.5875886640874384,0.7807980430537811,0.9924318225975612,0.9872459210258089,0.9731544546264532,0.5412844036697247,-15.031365409851075,0.5538359999557055,-3.2505647645035514,False,0.960252896243281,1,46,3,58,1.1013600191504511,1.1099590633541483,578.6835291028365,627.777099609375,-49.093570506538526,1.1013600191504507,1.1099590633541483,1013.6001915045072,1099.5906335414838,-85.99044203697667
pred_DeepAR,1.0310855885066195,1.2209763833500724,1.7142972836404646,1.7225703220711315,1.7076665954996013,0.5045871559633027,-25.197745773315457,0.45487532266951497,-4.412667220131714,False,0.9028053000035963,35,12,41,20,1.068539126700504,1.1099590633541483,391.3028435975548,627.777099609375,-236.47425601182022,1.0685391267005047,1.1099590633541483,685.3912670050468,1099.5906335414838,-414.1993665364371
pred_Chronos2,0.5991675733566084,0.7847606867479907,1.0120902587468796,1.0115401944555358,0.9923312492511562,0.5412844036697247,-10.117420984268183,0.42332937931360826,-4.647787305535446,False,0.9598484298481021,22,25,24,37,1.1112949638894267,1.1099590633541483,635.4040085500474,627.777099609375,7.626908940672365,1.1112949638894263,1.1099590633541483,1112.9496388942625,1099.5906335414838,13.359005352778695
pred_KNeighborsRegressor,4.544905876818995,5.517121572347951,7.2550769246391,7.623536796559964,7.527196609133673,0.4954128440366973,-21.046093965530403,0.5420673956210257,-3.503004266603549,False,-0.9845094168681787,38,9,45,16,1.1220351465191667,1.1099590633541483,696.7217434861623,627.777099609375,68.94464387678727,1.1220351465191671,1.1099590633541483,1220.3514651916703,1099.5906335414838,120.76083165018645
pred_HistGradientBoostingRegressor,2.9849312904183902,4.035421059199179,4.7160789582070795,4.908240476148515,4.943592958070212,0.43119266055045874,-28.751904176712006,0.3855512389614227,-5.355887290712057,False,-0.061709658755912056,28,19,42,19,0.9828463225545772,1.1099590633541483,-97.93359042755128,627.777099609375,-725.7106900369263,0.9828463225545773,1.1099590633541483,-171.53677445422727,1099.5906335414838,-1271.127407995711
pred_RandomForestRegressor,3.056215310875851,3.9809628084658923,4.837572556441004,5.02851558033402,5.06165235283338,0.48623853211009177,-26.21592957305907,0.40130994919588414,-5.369423271204009,False,-0.03324734192724765,37,10,45,16,1.097245711897957,1.1099590633541483,555.1941704716719,627.777099609375,-72.5829291377031,1.0972457118979568,1.1099590633541483,972.4571189795679,1099.5906335414838,-127.13351456191594
pred_LinearRegression,2.6149173998306794,3.464574764267457,4.237690178162374,4.373504379550928,4.330782180894442,0.4954128440366973,-24.27176380729676,0.49315737203667986,-4.035072328020926,False,0.21742146520512684,39,8,46,15,1.078186089528335,1.1099590633541483,446.3791798208822,627.777099609375,-181.3979197884928,1.0781860895283348,1.1099590633541483,781.8608952833474,1099.5906335414838,-317.7297382581364
pred_Ridge,4.665406834352975,5.478397237239968,7.466972542130429,7.847701477256966,7.726768266618026,0.44954128440366975,-30.085616453170772,0.4202113891913994,-4.943361024595969,False,-0.9567488869739773,44,3,56,5,1.0283934177394658,1.1099590633541483,162.10339459759234,627.777099609375,-465.67370501178266,1.0283934177394658,1.1099590633541483,283.93417739465804,1099.5906335414838,-815.6564561468258
pred_Lasso,0.7291319391948556,0.8837394375423964,1.2067172825727648,1.2118071971252642,1.2075760442722046,0.44954128440366975,-21.75108734130859,0.35692877667883377,-5.902944893607418,False,0.9490813913025605,43,4,55,6,1.0483828751263868,1.1099590633541483,276.2269893094708,627.777099609375,-351.5501102999042,1.0483828751263868,1.1099590633541483,483.828751263869,1099.5906335414838,-615.7618822776149
