Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,R2,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2,CM_TN,CM_FP,CM_FN,CM_TP
pred_TemporalFusionTransformer,0.6298761684749594,0.8102248356946312,1.8694731859522775,1.8647125952277062,1.8357908874309388,0.48961476874190674,-12.387278437614446,0.47486392886936,-4.263166613991403,0.8105454340924906,1.0622764174480683,1.148976395029952,148.60911746488364,433.27280044555647,-284.66368298067283,1.0622764174480683,1.1489763950299519,622.7641744806817,1489.7639502995196,-866.999775818838,175,60,210,89
pred_PatchTST,0.42846765891486616,0.5318419655361846,1.3320125288937366,1.3393379736655675,1.322301270184096,0.48573509146600313,-12.534219770145414,0.4530504815357081,-4.632205320346475,0.8966203666706708,1.0770102863089024,1.148976395029952,115.89782805308414,433.27280044555647,-317.37497239247233,1.0770102863089026,1.1489763950299519,770.1028630890254,1489.7639502995196,-719.6610872104942,163,72,200,99
pred_DeepAR,1.0732987152644955,1.2482027203269745,3.6804825390129636,3.7658763850112273,3.721776359133469,0.4670693415077121,-14.799945565223695,0.48545144904674864,-4.461453744447558,0.26294147825294306,1.0530238343078402,1.148976395029952,74.81693074946229,433.27280044555647,-358.4558696960941,1.0530238343078397,1.1489763950299519,530.2383430783997,1489.7639502995196,-959.5256072211199,201,34,248,51
pred_Chronos2,0.32180907901857025,0.41333220927184555,1.1247664715156855,1.125100705834007,1.109812256232565,0.48990499243893704,-4.022336828136447,0.5313441039898545,-3.619098222616651,0.9141616706052342,1.0642131667517165,1.148976395029952,198.90342363766118,433.27280044555647,-234.3693768078953,1.0642131667517165,1.1489763950299519,642.131667517166,1489.7639502995196,-847.6322827823536,95,140,130,169
pred_KNeighborsRegressor,2.199841549802835,2.623872517940054,7.290652705918816,7.665389517231051,7.507010888066793,0.4824298471697519,-13.765075718402866,0.5081934341045968,-4.125129949707274,-1.5799761032382162,1.0953308746673873,1.148976395029952,194.50402679899656,433.27280044555647,-238.76877364655988,1.0953308746673873,1.1489763950299519,953.3087466738722,1489.7639502995196,-536.4552036256475,211,24,250,49
pred_HistGradientBoostingRegressor,2.029292390723191,2.419533174278642,5.53193060573866,5.821004142237507,5.693274810503628,0.48421214436731985,-14.164850559806826,0.479425311041231,-4.400993001076436,-0.7260843097570392,1.0710651983753052,1.148976395029952,160.57138291317807,433.27280044555647,-272.7014175323784,1.0710651983753052,1.1489763950299519,710.6519837530537,1489.7639502995196,-779.111966546466,195,40,233,66
pred_RandomForestRegressor,1.9476733248477422,2.309409110274724,5.294259892540723,5.562184956460962,5.447671039775033,0.4711953366617447,-14.77615895357132,0.4584636755275686,-4.6508292122688655,-0.6952542783346836,1.068341365832272,1.148976395029952,131.35510169927585,433.27280044555647,-301.9176987462806,1.0683413658322722,1.1489763950299519,683.4136583227224,1489.7639502995196,-806.3502919767973,186,49,231,68
pred_LinearRegression,3.5980567824880234,4.183334139525499,13.205836749815958,15.073323387050461,13.484074135974842,0.45444213486181384,-16.587921324634557,0.41305470664432065,-5.154723366900583,-11.740448445663786,1.0216962416486943,1.148976395029952,43.0808219257266,433.27280044555647,-390.19197851982983,1.0216962416486943,1.1489763950299519,216.96241648694377,1489.7639502995196,-1272.8015338125758,202,33,256,43
pred_Ridge,2.1943482457711125,2.6243241110208353,7.377672341346563,7.845017099258998,7.560700877927944,0.4692562965812833,-14.910250354480747,0.459856330105071,-4.5844403746441245,-2.3942250112329857,1.047604575202714,1.148976395029952,92.82775037532451,433.27280044555647,-340.44505007023196,1.0476045752027145,1.1489763950299519,476.0457520271451,1489.7639502995196,-1013.7181982723745,183,52,229,70
pred_Lasso,0.5504468112919076,0.6711495588760416,1.555084380053922,1.5667348928424407,1.562964811026855,0.47656113239608217,-12.521002173995974,0.4801198470795314,-4.337359574303134,0.8714446582915171,1.0636047729496823,1.148976395029952,130.1800386470956,433.27280044555647,-303.09276179846086,1.0636047729496823,1.1489763950299519,636.0477294968223,1489.7639502995196,-853.7162208026973,164,71,206,93
