accion,modelo,training_time,train_emissions,inference_time,inference_emissions,num_particiones
Enagás,Chronos2,0.0,0.0,40.865947246551514,0.0014213782635426999,5
Enagás,DeepAR,1855.0426845550537,0.0063926525391307,81.87397789955139,0.0015255092684535,5
Enagás,HistGradientBoostingRegressor,466.95564317703247,0.0015561472381384,1.679678678512573,0.0008804640777645,5
Enagás,KNeighborsRegressor,65.79121112823486,0.0004837561787028487,2.05851149559021,0.0008908775677299,5
Enagás,Lasso,81.17945432662964,0.0006219419422961,0.22933888435363742,0.0008711278889077,5
Enagás,LinearRegression,58.02932405471802,0.0004099854591309847,0.2200086116790769,0.0008717097793938999,5
Enagás,PatchTST,1311.641939163208,0.0043143665222946,151.12827563285828,0.001753527458297,5
Enagás,RandomForestRegressor,1249.8727180957794,0.0033257616843147,3.384657859802246,0.0008841791232645,5
Enagás,Ridge,65.81883454322815,0.00047411467711026595,0.22483730316162082,0.0008818373428948,5
Enagás,TemporalFusionTransformer,3544.6033370494843,0.0119092734484734,207.18953204154968,0.0019418273493469,5
