Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,R2,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2,CM_TN,CM_FP,CM_FN,CM_TP
pred_TemporalFusionTransformer,0.4102126258870172,0.5175275328067527,1.4158088110441862,1.4206337964189908,1.4155875905814572,0.5144221517238752,-7.869751107406623,0.6587001677461798,-2.60464776943506,0.8621954738428478,1.0872739487882666,1.0914117661913707,200.52182074590502,187.14210510253906,13.379715643365945,1.0872739487882663,1.0914117661913707,872.7394878826635,914.117661913707,-41.37817403104346,156,97,160,122
pred_PatchTST,0.3942078657877365,0.4974561836896763,1.417990697307099,1.4142598167487168,1.4234030200488728,0.47393530030072945,-8.04957867736817,0.5018203516664649,-3.918851396169876,0.8650300805481818,1.0588753328848,1.0914117661913707,149.33359094922844,187.14210510253906,-37.808514153310625,1.0588753328848006,1.0914117661913707,588.7533288480045,914.117661913707,-325.3643330657025,120,133,146,136
pred_DeepAR,0.8550959842947551,1.0574342088603719,3.1358066871914745,3.1569689232840825,3.1638426416855596,0.49103146703249595,-13.596811126327523,0.4286104883318588,-4.679923326281179,0.20241075365298616,1.0052651175821188,1.0914117661913707,-3.121430101587748,187.14210510253906,-190.2635352041268,1.0052651175821183,1.0914117661913707,52.65117582118255,914.117661913707,-861.4664860925244,134,119,151,131
pred_Chronos2,0.30779793980331427,0.4058241861858944,1.088648036662436,1.0891251103897717,1.087411353631177,0.5223097100358525,-4.364009869003299,0.5672589292388363,-3.688188768670094,0.8992850268790731,1.0940180584222507,1.0914117661913707,219.3186493615588,187.14210510253906,32.176544259019735,1.0940180584222507,1.0914117661913707,940.1805842225076,914.117661913707,26.062922308800626,120,133,120,162
pred_KNeighborsRegressor,1.5944161599295246,1.9433373176566557,5.424989360696754,5.617346121711718,5.581388007469522,0.49837123413390233,-12.248728448104854,0.5049429975315564,-3.822878383481423,-0.41346891007390346,1.0639092696651269,1.0914117661913707,121.63692040496672,187.14210510253906,-65.50518469757235,1.0639092696651267,1.0914117661913707,639.0926966512664,914.117661913707,-275.0249652624407,156,97,169,113
pred_HistGradientBoostingRegressor,0.870794588815297,1.157920979040965,3.038781663447596,3.1181455285236312,3.118883689235875,0.4852531430513082,-11.570294417953491,0.48741173957461814,-4.099852882090616,0.39730277222451504,1.06277975642336,1.0914117661913707,90.01340419000726,187.14210510253906,-97.1287009125318,1.0627797564233599,1.0914117661913707,627.7975642336005,914.117661913707,-286.3200976801065,128,125,148,134
pred_RandomForestRegressor,0.8528004959522855,1.1472691410053826,2.977586393312509,3.055301428529151,3.0682739567500685,0.5001887894925707,-10.213074903106689,0.5446001235769273,-3.4744893820843488,0.4000803795088048,1.0844294334394955,1.0914117661913707,168.5663070453922,187.14210510253906,-18.57579805714686,1.0844294334394955,1.0914117661913707,844.2943343949566,914.117661913707,-69.82332751875042,140,113,152,130
pred_LinearRegression,2.509444701209553,3.0123379727983073,8.306578916155075,8.712649736080795,8.366458370448397,0.5330961159221469,-10.796541206359866,0.5318740406984096,-3.5713396838002476,-6.467299454972318,1.0800826812670767,1.0914117661913707,194.0687288102901,187.14210510253906,6.92662370775106,1.0800826812670767,1.0914117661913707,800.8268126707677,914.117661913707,-113.29084924293929,179,74,173,109
pred_Ridge,1.4821673582559303,1.7475919393229717,4.814344552337424,4.884718070696169,4.810207465526792,0.5073567565679372,-11.056136918830884,0.5169156153639815,-3.7068649217522007,-0.8288350921855037,1.08036379277807,1.0914117661913707,191.10465966448538,187.14210510253906,3.962554561946308,1.0803637927780703,1.0914117661913707,803.6379277807024,914.117661913707,-110.4797341330046,150,103,158,124
pred_Lasso,0.37983718370577246,0.48162095452323506,1.2719994958720968,1.269586094027013,1.2670674565788886,0.49454701636387305,-8.059140643310553,0.6243487286170348,-3.3508228737056256,0.8682714258848009,1.02079184182255,1.0914117661913707,-4.677557537617304,187.14210510253906,-191.81966264015637,1.02079184182255,1.0914117661913707,207.91841822549722,914.117661913707,-706.1992436882098,134,119,149,133
