Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,R2,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2,CM_TN,CM_FP,CM_FN,CM_TP
pred_TemporalFusionTransformer,0.2138933926967379,0.30797002658166595,1.1993007842781422,1.2041843423875165,1.192825671745612,0.5294818801128347,-4.880441330432905,0.4779982853610513,-3.744572298938343,0.80801783380517,1.0826416924595752,1.118026881184616,167.7256340830069,193.35365295410156,-25.628018871094675,1.0826416924595754,1.118026881184616,826.4169245957553,1180.26881184616,-353.8518872504046,137,105,142,146
pred_PatchTST,0.2253137304531804,0.29259099781462516,1.2866361339873909,1.2975922890035478,1.2854223414527046,0.5560453640238379,-5.261439233207706,0.4274960086512145,-4.101945727649251,0.7999844548600759,1.0943219640273694,1.118026881184616,158.96598978453258,193.35365295410156,-34.38766316956899,1.0943219640273694,1.118026881184616,943.2196402736939,1180.26881184616,-237.049171572466,105,137,96,192
pred_DeepAR,0.48167574763315885,0.5608247136595528,2.46228746887428,2.452004324329911,2.4553748237877135,0.4847042777403243,-6.371865353107455,0.5205092639966362,-3.887517072973638,0.3910486564226162,1.1178572086615002,1.118026881184616,181.17573186856325,193.35365295410156,-12.17792108553831,1.1178572086615,1.118026881184616,1178.5720866150004,1180.26881184616,-1.6967252311595076,91,151,119,169
pred_Chronos2,0.15274516976866664,0.2277624642949822,0.8469786423938361,0.8482587346385413,0.841219432832412,0.4921197735908409,-1.2491908460617125,0.5901561660053327,-4.8974222153477385,0.9030850414559877,1.0330096971118432,1.118026881184616,67.21227793045853,193.35365295410156,-126.14137502364304,1.0330096971118432,1.118026881184616,330.09697111843235,1180.26881184616,-850.1718407277276,113,129,138,150
pred_KNeighborsRegressor,1.189093193184247,1.3582748064102705,6.392760899362921,6.631697882979433,6.466902163956743,0.46833915308957047,-9.161603238868713,0.36050427871128987,-5.259859295698263,-2.41345134765282,1.0324263015274393,1.118026881184616,48.59338928713582,193.35365295410156,-144.76026366696573,1.032426301527439,1.118026881184616,324.2630152743921,1180.26881184616,-856.0057965717679,190,52,227,61
pred_HistGradientBoostingRegressor,0.7485044910269691,0.8965660590248887,3.7105900316891067,3.8382758413531497,3.777382329416119,0.4586438464226945,-8.464601493263244,0.3939072462970383,-4.89099706922948,-0.4728869141521178,1.0342657350414524,1.118026881184616,45.042012987813905,193.35365295410156,-148.31163996628766,1.0342657350414524,1.118026881184616,342.65735041452245,1180.26881184616,-837.6114614316375,198,44,240,48
pred_RandomForestRegressor,0.8023356869578319,0.9394298889484969,4.250866529856786,4.417159580154402,4.338126670276223,0.48350965392111095,-8.231453350830071,0.3685823509868092,-5.089017600741978,-0.7972754461953062,1.0442248247934005,1.118026881184616,86.55627306693532,193.35365295410156,-106.79737988716624,1.0442248247934005,1.118026881184616,442.24824793400546,1180.26881184616,-738.0205639121544,193,49,222,66
pred_LinearRegression,1.1744021661918032,1.377980859538689,6.645438017057361,6.995415179333728,6.698298424500747,0.5072202710954722,-9.041319072914126,0.3455107269332413,-5.2419911430576684,-3.273767176736466,1.023163670761451,1.118026881184616,36.89857342611176,193.35365295410156,-156.4550795279898,1.0231636707614509,1.118026881184616,231.63670761450993,1180.26881184616,-948.63210423165,185,57,201,87
pred_Ridge,0.7744664638775982,0.9033181588415727,3.993094353162256,4.098496891998447,4.018987916317721,0.4905177201350116,-8.411723790073395,0.3774195013848994,-5.022437835759706,-0.5347582258574579,1.0433339929686531,1.118026881184616,77.02853145252399,193.35365295410156,-116.32512150157757,1.043333992968653,1.118026881184616,433.33992968653035,1180.26881184616,-746.9288821596296,173,69,198,90
pred_Lasso,0.17587634689618592,0.24170160410893343,0.9756158210015681,0.9777428902673974,0.9724181531243377,0.44946985205621104,-5.414769344806672,0.3687475984730514,-5.760238318701008,0.8896960822792346,1.052094013781781,1.118026881184616,79.17552731517321,193.35365295410156,-114.17812563892835,1.052094013781781,1.118026881184616,520.9401378178103,1180.26881184616,-659.3286740283496,179,63,226,62
