Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,ES_RENTABLE,R2,CM_TN,CM_FP,CM_FN,CM_TP,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2
pred_TemporalFusionTransformer,0.24666616936617455,0.435297949888344,1.5403089198045992,1.5673519151531863,1.535751605345474,0.5092592592592593,-8.307342307090765,0.27836127451392584,-4.340418373025044,False,0.6344728530107063,39,17,35,16,1.0031045045158677,1.209360201093449,4.354455907109241,293.65386962890625,-289.299413721797,1.0031045045158677,1.209360201093449,31.045045158678477,2093.60201093449,-2062.5569657758115
pred_PatchTST,0.5114514868535212,0.5857423321802859,3.164086032190498,3.2303774004907497,3.1843136171041366,0.5185185185185185,-10.335355807304381,0.2750745943880984,-4.641590671330346,False,0.33814993285360284,56,0,51,0,0.9999999999999999,1.209360201093449,-2.2737367544323206e-13,293.65386962890625,-293.6538696289065,1.0,1.209360201093449,0.0,2093.60201093449,-2093.60201093449
pred_DeepAR,0.3255076708215046,0.43498324839596814,2.039213875283406,2.0427654389160272,2.026621361579158,0.5092592592592593,-0.6920360527038574,0.9166800857759315,-0.33967027293910657,False,0.6350011824326378,17,39,13,38,1.3337228307362452,1.209360201093449,468.08801346856035,293.65386962890625,174.4341438396541,1.3337228307362452,1.209360201093449,3337.2283073624512,2093.60201093449,1243.6262964279613
pred_Chronos2,0.14719499981778408,0.2829124769821094,0.9199642483663041,0.9297222507849666,0.9164408635762749,0.5648148148148148,-2.254905134677889,0.19312319585394908,-8.200515241528198,False,0.8455988270171049,36,20,26,25,1.0355324051575931,1.209360201093449,49.83864276616714,293.65386962890625,-243.8152268627391,1.0355324051575925,1.209360201093449,355.3240515759244,2093.60201093449,-1738.2779593585656
pred_KNeighborsRegressor,1.6982683021331517,1.842949164557441,10.387159678953875,11.055690106051076,10.57347376825147,0.5277777777777778,-8.98186727142334,0.33524959645411,-4.021286357719751,False,-5.551988175518834,55,1,49,2,1.0464167140911602,1.209360201093449,65.10524749755928,293.65386962890625,-228.54862213134697,1.0464167140911595,1.209360201093449,464.1671409115952,2093.60201093449,-1629.4348700228948
pred_HistGradientBoostingRegressor,0.6827633903099657,0.8805139460553782,4.228331189655239,4.3828332417397124,4.250907108315589,0.5370370370370371,-8.48852607679367,0.3562580325806757,-3.81278316612191,False,-0.4956117589185678,54,2,47,4,1.0635595414574823,1.209360201093449,89.15020717093012,293.65386962890625,-204.50366245797613,1.063559541457482,1.209360201093449,635.5954145748201,2093.60201093449,-1458.0065963596699
pred_RandomForestRegressor,1.4346733376452279,1.558067980220766,8.783725351677123,9.258044924291003,8.932322933041615,0.5462962962962963,-8.45832294988632,0.3487633589467683,-3.8535271652988645,False,-3.682946520413883,56,0,48,3,1.0703016060210058,1.209360201093449,98.60679604515894,293.65386962890625,-195.0470735837473,1.0703016060210058,1.209360201093449,703.0160602100586,2093.60201093449,-1390.5859507244313
pred_LinearRegression,2.0417071964542086,2.252124235289324,12.581661810793666,13.618211485292223,12.711735511428175,0.5185185185185185,-10.021663333892821,0.28126308479560586,-4.525334569114849,False,-8.784329761713337,56,0,51,0,0.9999999999999999,1.209360201093449,-2.2737367544323206e-13,293.65386962890625,-293.6538696289065,1.0,1.209360201093449,0.0,2093.60201093449,-2093.60201093449
pred_Ridge,0.9126351641004882,1.0424424994342967,5.627478019752508,5.841501749831361,5.682096259748599,0.5277777777777778,-9.744407126426696,0.30114743578967046,-4.354334693006555,False,-1.0962863713866824,56,0,50,1,1.0228011523301912,1.209360201093449,31.981468200683366,293.65386962890625,-261.6724014282229,1.0228011523301914,1.209360201093449,228.01152330191326,2093.60201093449,-1865.5904876325767
pred_Lasso,0.17192860953352002,0.2896954976577836,1.0659550362682937,1.079332823029528,1.070433123335828,0.5185185185185185,-5.353145275592804,0.38826698036418805,-5.16882314377586,False,0.8381063240069307,53,3,48,3,1.1722614634897723,1.209360201093449,241.61824968409928,293.65386962890625,-52.03561994480697,1.1722614634897723,1.209360201093449,1722.6146348977236,2093.60201093449,-370.98737603676636
