accion,modelo,training_time,train_emissions,inference_time,inference_emissions,num_particiones
Unicaja,Chronos2,0.0,0.0,33.44877815246582,0.0011048255998297,5
Unicaja,DeepAR,1913.813473701477,0.0067233371320956,89.26881575584412,0.0012682046711432,5
Unicaja,HistGradientBoostingRegressor,404.6500005722046,0.0015067959436940999,1.4703524112701416,0.0006846799138235,5
Unicaja,KNeighborsRegressor,69.23587346076965,0.0005170465610247879,1.5389778614044187,0.0006903732250324,5
Unicaja,Lasso,53.02871370315552,0.000536451871480652,0.1703276634216306,0.0006796380949768001,5
Unicaja,LinearRegression,48.98429536819458,0.0003485775867811368,0.1642756462097166,0.0006806163557458,5
Unicaja,PatchTST,1349.4830338954926,0.0044984523738849,127.85429501533508,0.0013857944241773,5
Unicaja,RandomForestRegressor,803.7097363471985,0.002306304748765,2.5345563888549805,0.0006807365333879999,5
Unicaja,Ridge,34.91604042053223,0.0004022216951693114,0.1681182384490964,0.0006797556914836,5
Unicaja,TemporalFusionTransformer,3517.5308232307434,0.011846237897745901,184.7032036781311,0.0015845494231319,5
