accion,modelo,training_time,train_emissions,inference_time,inference_emissions,num_particiones
Rovi,Chronos2,0.0,0.0,37.96557140350342,0.0014106209071902,5
Rovi,DeepAR,1925.233529806137,0.0066576106567314,128.74527025222778,0.0016769893791526,5
Rovi,HistGradientBoostingRegressor,739.5056917667389,0.0022716993042144,1.8308627605438232,0.0008795525073865,5
Rovi,KNeighborsRegressor,68.90546250343323,0.0005101917049206397,1.8070650100708008,0.0008873239070473001,5
Rovi,Lasso,87.038729429245,0.0006093401658920584,0.2232470512390133,0.0008734320391092,5
Rovi,LinearRegression,57.92928910255432,0.00042304658400260273,0.2163412570953367,0.0008759840576667,5
Rovi,PatchTST,1336.4504075050354,0.0044333501386461995,187.8961000442505,0.0018638271575127001,5
Rovi,RandomForestRegressor,1177.7371146678925,0.0031173941064443,3.33268404006958,0.0008793548240294,5
Rovi,Ridge,67.13121843338013,0.000511854812761276,0.2173693180084226,0.0008631198676269,5
Rovi,TemporalFusionTransformer,3254.3859956264496,0.0109109740367951,205.64044761657715,0.0019354087605127001,5
