accion,modelo,training_time,train_emissions,inference_time,inference_emissions,num_particiones
Logista,Chronos2,0.0,0.0,37.95328640937805,0.0014157281063554,5
Logista,DeepAR,1860.4824957847595,0.006388105117142,106.1960346698761,0.0016076861176675,5
Logista,HistGradientBoostingRegressor,511.4539096355438,0.0016952794730053001,1.703345775604248,0.000888500895753,5
Logista,KNeighborsRegressor,70.32033824920654,0.0005681009792259,1.918255805969238,0.0008920754020839,5
Logista,Lasso,84.13720870018005,0.0006101774372845794,0.23035955429077132,0.0008797522293316001,5
Logista,LinearRegression,56.036784172058105,0.0004127191395321154,0.2203764915466307,0.0008789822047782,5
Logista,PatchTST,1349.5254073143005,0.0044584166812017,155.50387287139893,0.0017707646548236,5
Logista,RandomForestRegressor,1123.8392918109894,0.002977507348955,3.3943212032318115,0.0008832377638145999,5
Logista,Ridge,64.49380326271057,0.0004966939475717638,0.2239387035369871,0.0008805291415218,5
Logista,TemporalFusionTransformer,3268.2223360538483,0.010973714083237801,229.90154433250427,0.0020199962543912,5
