Modelo,MAE,RMSE,MAPE,SMAPE,WAPE,CAMBIO,SUM PNL,PROFIT FACTOR,SHARPE,ES_RENTABLE,R2,CM_TN,CM_FP,CM_FN,CM_TP,PATRIMONIO_RATIO_ESTRATEGIA,PATRIMONIO_RATIO_HOLD,DIFF_ESTRATEGIA,DIFF_HOLD,DIFF_STRATEGY - DIFF_HOLD,PATRIMONIO_RATIO_ESTRATEGIA2,PATRIMONIO_RATIO_HOLD2,DIFF_ESTRATEGIA2,DIFF_HOLD2,DIFF_STRATEGY - DIFF_HOLD 2
pred_TemporalFusionTransformer,0.5618578712281065,0.7583590289104203,2.0145702529748424,1.9832948460875581,2.0110415433811277,0.5288461538461539,-13.186527928352342,0.3178834672625043,-4.731635735697884,False,0.23001208897916792,8,40,8,47,0.9754684674389457,0.978522328409059,-70.19593644084716,-61.45744323730469,-8.738493203542475,0.9754684674389459,0.978522328409059,-245.31532561054155,-214.776715909411,-30.538609701130554
pred_PatchTST,0.2914510383745048,0.4386865115223688,1.0521374442787874,1.04094590851314,1.0431822281879892,0.5096153846153846,-13.437614306449891,0.31891633248518925,-4.672142180831653,False,0.742342525570749,0,48,2,53,0.9667091406210376,0.978522328409059,-95.26037736169837,-61.45744323730469,-33.80293412439369,0.9667091406210381,0.978522328409059,-332.9085937896198,-214.776715909411,-118.13187788020878
pred_DeepAR,0.4530626691731728,0.5554134182842106,1.6035934067564563,1.6163254605700839,1.621634039709814,0.5096153846153846,-6.90065158271791,0.5763181283034771,-2.504562019319424,False,0.586983959815856,48,0,50,5,1.0734607621523509,0.978522328409059,210.20484464672973,-61.45744323730469,271.6622878840344,1.073460762152351,0.978522328409059,734.6076215235098,-214.776715909411,949.3843374329208
pred_Chronos2,0.2284596474964681,0.38753103296260644,0.8217331897525795,0.8171070836184827,0.8177189741906786,0.4519230769230769,-1.7448379163742067,0.3940127945454812,-4.918286304302719,False,0.7989300568874455,15,33,23,32,0.8849374224165095,0.978522328409059,-329.2466690643487,-61.45744323730469,-267.789225827044,0.8849374224165094,0.978522328409059,-1150.6257758349057,-214.776715909411,-935.8490599254947
pred_KNeighborsRegressor,0.6873253942693314,0.8649314933315189,2.4384537222811664,2.4496487052497287,2.4601238008380024,0.5288461538461539,-8.469455394744895,0.5183910510771552,-2.924633359664037,False,-0.0016075843789644662,23,25,23,32,1.0652747697231675,0.978522328409059,186.78097567995837,-61.45744323730469,248.23841891726306,1.0652747697231675,0.978522328409059,652.7476972316745,-214.776715909411,867.5244131410855
pred_HistGradientBoostingRegressor,0.5233770519547076,0.7659483334922871,1.8291823648898382,1.857411793385991,1.8733082657232123,0.5288461538461539,-6.592261572837836,0.5745709466627086,-2.488152499640188,False,0.21452361205104442,39,9,39,16,1.0760125181008036,0.978522328409059,217.5065856987544,-61.45744323730469,278.9640289360591,1.0760125181008038,0.978522328409059,760.1251810080375,-214.776715909411,974.9018969174485
pred_RandomForestRegressor,0.5187502837896526,0.7568564997002861,1.8167293639083797,1.8410314026368428,1.856747808945805,0.5192307692307693,-7.838703824996963,0.5097259939772221,-2.9205228952618594,False,0.23306020518114057,31,17,32,23,1.0541857819508482,0.978522328409059,155.05030908088838,-61.45744323730469,216.50775231819307,1.0541857819508482,0.978522328409059,541.8578195084829,-214.776715909411,756.6345354178939
pred_LinearRegression,1.3661229478700072,1.6361315473725149,4.968171903765,4.7973263582371315,4.889724149503813,0.5288461538461539,-5.98040977478027,0.6122196340580173,-2.197593531094857,False,-2.5840216170870454,8,40,8,47,1.0733658185162802,0.978522328409059,209.93316747260724,-61.45744323730469,271.3906107099119,1.0733658185162804,0.978522328409059,733.6581851628052,-214.776715909411,948.4349010722162
pred_Ridge,1.4437551227996643,1.5634067678921753,5.20876495595758,5.077675351344716,5.167590736200055,0.47115384615384615,-11.392889678955086,0.42785279131290915,-3.7923135802916277,False,-2.2724887216607432,7,41,13,42,1.018290883189193,0.978522328409059,52.3385838451004,-61.45744323730469,113.79602708240509,1.018290883189193,0.978522328409059,182.90883189192937,-214.776715909411,397.68554780134036
pred_Lasso,0.2595373416794841,0.3897703924050145,0.9285866469373301,0.9270064974162742,0.9289544614464329,0.49038461538461536,-4.826677231788649,0.550632501419614,-2.5092465504188834,False,0.7965995657507452,37,11,41,14,0.9949136424734655,0.978522328409059,-14.554395603268404,-61.45744323730469,46.903047634036284,0.9949136424734651,0.978522328409059,-50.86357526534812,-214.776715909411,163.91314064406288
